"term","year","district","school","map.grade","subject","rit","se","percentile","goal.fall.fall","goal.spring.spring","goal.fall.spring","goal.fall.winter","hash.id"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",156,3.1,37,15,,17,10,"d9c01ce944c21b0a39aa5684454e876b4e8e131d3e19cb9e58f680ba3e4cfa98"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",165,3,56,15,,16,9,"9ae9581428d5b559bcf3da1ae69bf88fc50fa59589cb6508f009fd30ee4d43bf"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",167,3,70,15,,17,10,"9ae9581428d5b559bcf3da1ae69bf88fc50fa59589cb6508f009fd30ee4d43bf"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",161,3,45,16,,16,10,"3f0122e0f6c0f93c34e1aa0629bc8ffa2cac737d743f204105122ae38357d4c3"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",146,3,13,15,,16,10,"3f0122e0f6c0f93c34e1aa0629bc8ffa2cac737d743f204105122ae38357d4c3"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",173,3,34,15,,14,8,"51a65a010efac28a0889af0969191314fb5a7cdc2750fceaca6ef3f72557f883"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",169,3,33,15,,15,8,"51a65a010efac28a0889af0969191314fb5a7cdc2750fceaca6ef3f72557f883"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",160,3,15,17,,16,9,"de4f5f05707e686fa557a383d15932447e342731b2b88de0cc0f9fa8ea4cbb16"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",166,3.1,17,16,,15,8,"de4f5f05707e686fa557a383d15932447e342731b2b88de0cc0f9fa8ea4cbb16"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",168,3.1,22,16,,14,8,"87b49bc7016814b019b5faf113db9effcf11d45db3f21b460840e790aa3788d0"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",160,3.1,15,17,,16,9,"87b49bc7016814b019b5faf113db9effcf11d45db3f21b460840e790aa3788d0"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",170,3,26,15,,14,8,"59fa52c13fefed86920f54043ecc4f3c11f7f8e196034c319742ba3b83b6fd27"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",160,3,15,17,,16,9,"59fa52c13fefed86920f54043ecc4f3c11f7f8e196034c319742ba3b83b6fd27"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",176,3,43,14,,13,8,"a4296c1b78222033be48970ef636ec812e8e45af891e159f27c32c0405bab6bb"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",167,3,28,16,,15,8,"a4296c1b78222033be48970ef636ec812e8e45af891e159f27c32c0405bab6bb"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",153,3,28,15,,17,10,"29dad606703d9dc96018b554aee156b1fda6b1ec63c71f93e5eeb5d461fd9782"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",158,3,36,17,,17,10,"29dad606703d9dc96018b554aee156b1fda6b1ec63c71f93e5eeb5d461fd9782"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",162,3.1,11,17,,15,8,"888132e011e7bef053d60cf86f14b2fea046727c04839c342f1e77ebe7adbe92"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",154,3.1,8,18,,17,9,"888132e011e7bef053d60cf86f14b2fea046727c04839c342f1e77ebe7adbe92"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",175,3.1,40,15,,14,8,"9c62009cee10149ba64b6fe6bd4587cd292ba2a551671cb9e3b95543553d3611"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",171,3,38,15,,14,8,"9c62009cee10149ba64b6fe6bd4587cd292ba2a551671cb9e3b95543553d3611"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",167,3,19,16,,15,8,"3c9a0d79d25bdf0a7cdb63d2b84daaaabe56ef5651274c585fd629bf2040d3c0"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",160,3,15,17,,16,9,"3c9a0d79d25bdf0a7cdb63d2b84daaaabe56ef5651274c585fd629bf2040d3c0"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",189,3,80,12,,12,7,"018538d1c86605610b736e470f486b9b046ef0cdedc1184fa0148432ce47ce37"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",184,3.1,70,13,,13,7,"018538d1c86605610b736e470f486b9b046ef0cdedc1184fa0148432ce47ce37"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",175,3,88,16,,17,10,"06b39dfa30ce3c0b1c017e0b4c18dea5a70f7ed0d372247cfb7a9e24d9105b65"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",170,2.9,70,14,,15,9,"06b39dfa30ce3c0b1c017e0b4c18dea5a70f7ed0d372247cfb7a9e24d9105b65"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",176,3.2,50,14,,14,8,"bfa1d3abe34e601595f93b1b659397d0091665b4e4380ccacf8ae5bc3670a724"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",171,3,29,15,,14,8,"bfa1d3abe34e601595f93b1b659397d0091665b4e4380ccacf8ae5bc3670a724"
"fall","2014-2015","ReNEW Charter Schools","AHS",11,"reading",223,3.2,50,,,,,"47406073810f0292b85647eb340fb5b3e92699c748ea7aae1e32e833c8b74889"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",243,3.2,,,,,,"b03ca2be584220bf333a9d590b97c7ea0facc961ea2e598071f246afd2ee23ab"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",189,3.3,,,,,,"8bf9ed35caa9258b66b7444e46c86fb6971ea7a494bbdcacb97eec32c616c0d4"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",185,3.3,,,,,,"f2584f0f7e5012717398e1a4f4d48a3329ddbfe1048b138f89f97970f744ddd1"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",198,3.2,,,,,,"27dac17a22dc170415764c57d7b03b3665a6dbc2e5202e5d4eec8cad01c7a047"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",178,3.3,,,,,,"66da74265089015802852645028add6cef7265e4498bd1480d4b1793f5e4f745"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",196,3.3,,,,,,"a1a589e5e8534c833776ef4d395e3bc33d539999084e71d6d51f522cbeb81553"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",188,3.4,,,,,,"3ff168441b5a623b527d1b263687c13b4481f9687385429ff409b41ca4bd0738"
"fall","2014-2015","ReNEW Charter Schools","AHS",11,"reading",218,3.4,38,,,,,"90afb4257aa174de52ceaff26466f47a5b40c753f4778906bcf05fb36318c64e"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",143,3,9,15,,16,10,"13eaaa364acdd4b3913d9199354388533a3c0c08d2723ca12a05be02364e4950"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",142,3,6,20,,20,11,"13eaaa364acdd4b3913d9199354388533a3c0c08d2723ca12a05be02364e4950"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",154,3,26,18,,17,10,"569989051fa242cd158ab26595b0f00ecc2ee63ec48aaa124b9be49ad07353eb"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",153,3,28,15,,17,10,"569989051fa242cd158ab26595b0f00ecc2ee63ec48aaa124b9be49ad07353eb"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",197,3.1,93,11,,11,6,"20f74efa2de8c6eff6e88c30ae2cc6449ae21ce62caf7124e042d5bb4793f6f8"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",194,3.1,88,11,,11,6,"20f74efa2de8c6eff6e88c30ae2cc6449ae21ce62caf7124e042d5bb4793f6f8"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",151,3.8,,,,,,"ba3ca74395b8be22e40696ebce4503d8d1ce0df3bd9ffea4b4c71ac2797c3572"
"fall","2014-2015","ReNEW Charter Schools","AHS",10,"reading",205,3.2,12,2,,2,2,"6424b253298d55d92403a6e955762c44da3ed3b68695885abdac3703675bf1bf"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",146,3,11,19,,19,11,"0d86ee019f03c72b6eb22765e1b53fa06ca230ccd17f53e1de7105c211dd0b5d"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",146,3.1,13,15,,16,10,"0d86ee019f03c72b6eb22765e1b53fa06ca230ccd17f53e1de7105c211dd0b5d"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",174,3.1,80,13,,14,9,"4401e3a589ffec428da3d0c0e16afd08bcfab70d9409d201d470058b738f9929"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",161,3,52,15,,17,10,"4401e3a589ffec428da3d0c0e16afd08bcfab70d9409d201d470058b738f9929"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",171,3,29,15,,14,8,"bd0d5bc4b685182ac3a7ecc89c455824808e8a2c68a3f77089616d320641464e"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",173,3,43,15,,14,8,"bd0d5bc4b685182ac3a7ecc89c455824808e8a2c68a3f77089616d320641464e"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",161,3,52,15,,17,10,"ddbab60105c52d0d5f8dce5ca4e65eb6e2ac5cec6e5b348076b7643eeb1354c4"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",161,3,45,16,,16,10,"ddbab60105c52d0d5f8dce5ca4e65eb6e2ac5cec6e5b348076b7643eeb1354c4"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",172,3,32,15,,14,8,"d5c07160645d35d63dd688d5bd13975e1f92759c9190da6e7ad68dd718ff7139"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",173,3.1,43,15,,14,8,"d5c07160645d35d63dd688d5bd13975e1f92759c9190da6e7ad68dd718ff7139"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",140,3,5,21,,20,11,"a4db1b8b56fe2d3b839ce2d20a9f787abbb7d649017521cd849be6bdff6eaf91"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",152,3.3,26,15,,17,10,"a4db1b8b56fe2d3b839ce2d20a9f787abbb7d649017521cd849be6bdff6eaf91"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",147,3,12,19,,19,11,"efc65b71d02dce0a4d6533c63ccf0e8aa901543837a8026ae8080a4074759bed"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",155,3,34,15,,17,10,"efc65b71d02dce0a4d6533c63ccf0e8aa901543837a8026ae8080a4074759bed"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",144,3,8,20,,19,11,"35aa7365e585a6a693e77cfe1c1392d3211f3a5221128f6113a3c88766ba89a9"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",146,3,13,15,,16,10,"35aa7365e585a6a693e77cfe1c1392d3211f3a5221128f6113a3c88766ba89a9"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",158,3.1,36,17,,17,10,"72a76cbc418ec7c1d019245d93ab1f23e3d2cc64afa3b5b99e9575f413f02c22"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",167,3,70,15,,17,10,"72a76cbc418ec7c1d019245d93ab1f23e3d2cc64afa3b5b99e9575f413f02c22"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",157,3.1,40,15,,17,10,"7f8899e3a0caf9fb24d1a26f4e7780e7a8a54b6bc76dd970d313d82179e0f203"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",159,3,39,16,,17,10,"7f8899e3a0caf9fb24d1a26f4e7780e7a8a54b6bc76dd970d313d82179e0f203"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",156,3,10,18,,16,9,"a2d67fe2b4823052726f676f89ff5e372c485a25cf59ca2a5abf964db6d5f227"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",150,3.1,1,19,,17,9,"a2d67fe2b4823052726f676f89ff5e372c485a25cf59ca2a5abf964db6d5f227"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",185,3.1,70,13,,12,7,"cd6a155cdc651005a713bda803360093c62f02cd22e62c4357d11a73f042a508"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",188,3.1,78,12,,12,7,"cd6a155cdc651005a713bda803360093c62f02cd22e62c4357d11a73f042a508"
"fall","2014-2015","ReNEW Charter Schools","SCH",2,"math",164,3.1,14,16,,15,8,"44731a05354e9a30e9db0656fbad03344d44a9cb99ecf73287e5dc603d4e8da4"
"fall","2014-2015","ReNEW Charter Schools","SCH",2,"reading",157,3,11,18,,16,9,"44731a05354e9a30e9db0656fbad03344d44a9cb99ecf73287e5dc603d4e8da4"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",160,3,15,17,,16,9,"e8bad61c5dd19d25768d26d752b689ad53cc1b3e2a180340b81baa210d41b0a4"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",173,3,34,15,,14,8,"e8bad61c5dd19d25768d26d752b689ad53cc1b3e2a180340b81baa210d41b0a4"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",162,3,18,17,,16,9,"d55f0e5d09ce8adecd87e45db99bf3c13fc1c98adc501c56c6417145c4440f93"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",167,3,19,16,,15,8,"d55f0e5d09ce8adecd87e45db99bf3c13fc1c98adc501c56c6417145c4440f93"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",164,3.1,22,16,,15,9,"b5a44e5125b47c302e8acb6e6659ca153b2c105bb8a4fe6111875af96077f81b"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",165,3.2,15,16,,15,8,"b5a44e5125b47c302e8acb6e6659ca153b2c105bb8a4fe6111875af96077f81b"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",161,3,52,15,,17,10,"3ddbbd04ee44b503c7c9f904927f4d0792edb3b9b351e8bcbd03b14998141dd8"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",165,3,56,15,,16,9,"3ddbbd04ee44b503c7c9f904927f4d0792edb3b9b351e8bcbd03b14998141dd8"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",188,3.1,78,12,,12,7,"82476b996e3ae940d7a874ccc82889b99efdd71bcb1ef37158947729d8a0a55e"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",184,2.9,67,13,,12,7,"82476b996e3ae940d7a874ccc82889b99efdd71bcb1ef37158947729d8a0a55e"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",162,3,55,15,,17,10,"5ed3e13e3ec4fcdde47f5931b1005ecd443cd85a008a86488a5ecb5c83854703"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",172,3,75,13,,14,9,"5ed3e13e3ec4fcdde47f5931b1005ecd443cd85a008a86488a5ecb5c83854703"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",156,3,37,15,,17,10,"a9e691e8555d94e390eea2a60d067a3159b4d196a1f2e21f9342471f61fa5a7a"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",163,3,51,15,,16,9,"a9e691e8555d94e390eea2a60d067a3159b4d196a1f2e21f9342471f61fa5a7a"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",172,3.2,82,15,,17,10,"bbe50bb5283ce320597002191322b01cac55ec3b1e7321cd075c6c9151823112"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",185,3,95,10,,12,8,"bbe50bb5283ce320597002191322b01cac55ec3b1e7321cd075c6c9151823112"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",173,3,84,16,,17,10,"4abca5dee575ea3d1cdc3af56d453fca20b2e0caa5b5db69c0ab623d6fca7bef"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",166,3,59,15,,15,9,"4abca5dee575ea3d1cdc3af56d453fca20b2e0caa5b5db69c0ab623d6fca7bef"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",166,3,59,15,,15,9,"0fa03769ad727a440aa98aa4fa765666cb0f2692ad025dfd123f35b89aa06209"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",172,3.1,82,15,,17,10,"0fa03769ad727a440aa98aa4fa765666cb0f2692ad025dfd123f35b89aa06209"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",169,3,68,14,,15,9,"d3a0bfb3527fdbab1ccf378036c56e011e5fe8a888c3a28d6d4229b11fc2eee7"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",163,3,58,15,,17,10,"d3a0bfb3527fdbab1ccf378036c56e011e5fe8a888c3a28d6d4229b11fc2eee7"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",169,3,75,15,,17,10,"9e0e5467a5db8d9fdb8ebf4ba4901d37960e47de48a70f439636a3a4bffc94f3"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",173,3.1,77,13,,14,9,"9e0e5467a5db8d9fdb8ebf4ba4901d37960e47de48a70f439636a3a4bffc94f3"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",168,3,73,15,,17,10,"0b210c6b873a6724c9f2b31fe4c4f8cb2e60d4cb8cc2f73db41d2a84f4b41c86"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",166,3,59,15,,15,9,"0b210c6b873a6724c9f2b31fe4c4f8cb2e60d4cb8cc2f73db41d2a84f4b41c86"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",154,3,31,15,,17,10,"7ad075933f775eb196cd50c1e03cbb31b92f646dc1d43438c9aa5667262e6109"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",163,3,51,15,,16,9,"7ad075933f775eb196cd50c1e03cbb31b92f646dc1d43438c9aa5667262e6109"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",154,3,31,15,,17,10,"3c147279c052199b45135ccffca696f6e3c3cceb3cae7171f90bbe84492885f4"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",165,3,56,15,,16,9,"3c147279c052199b45135ccffca696f6e3c3cceb3cae7171f90bbe84492885f4"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",159,3,39,16,,17,10,"c3c83e0d4c24773bc1a7ea53e3af26338cfe256bc8161cac882e9212c1f4c4df"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",172,3,82,15,,17,10,"c3c83e0d4c24773bc1a7ea53e3af26338cfe256bc8161cac882e9212c1f4c4df"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",186,3,98,16,,17,11,"c7c8b913a5a6f66f0295ffdc278501fa3d89b8e05d56b91ef0fbc31e00fe5ccf"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",183,3,93,10,,12,8,"c7c8b913a5a6f66f0295ffdc278501fa3d89b8e05d56b91ef0fbc31e00fe5ccf"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",166,3,59,15,,15,9,"c9559c6accd8da08d95d8ca169b0a4c77d0b69bfc9db08de3c52e0df5bc864af"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",157,3,40,15,,17,10,"c9559c6accd8da08d95d8ca169b0a4c77d0b69bfc9db08de3c52e0df5bc864af"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",158,3,43,15,,17,10,"4cc4896fec19168f1844dca9e4c8249287e7a1d8f4f2834b46e0e03445c30311"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",163,3,51,15,,16,9,"4cc4896fec19168f1844dca9e4c8249287e7a1d8f4f2834b46e0e03445c30311"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",131,3,1,15,,16,10,"70ca8b08bf14fce18120d56e61d6cb47194923ae182031282983532fd591bcb4"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",120,3.3,1,26,,23,13,"70ca8b08bf14fce18120d56e61d6cb47194923ae182031282983532fd591bcb4"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",138,3,4,15,,16,10,"0d79503a2a77383975088878b9d4f32b0762fe1c5f39135402d4765d23499eb1"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",128,3.1,1,24,,22,12,"0d79503a2a77383975088878b9d4f32b0762fe1c5f39135402d4765d23499eb1"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",183,3.1,64,13,,13,7,"6e51403b73a3262db9a2944a73f43f08a83c9ee7f54483a32f3c72b0213cd5a6"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",169,3,33,15,,15,8,"6e51403b73a3262db9a2944a73f43f08a83c9ee7f54483a32f3c72b0213cd5a6"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"math",128,3.1,9,22,,18,9,"2308e15b03801666fd0b71994039e50f5efaec0472777ac4066115900316d877"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"reading",138,3,33,18,,15,9,"2308e15b03801666fd0b71994039e50f5efaec0472777ac4066115900316d877"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",154,3,31,15,,17,10,"749dd0039516c58099f826e994f9484f0abb9111c955b95b9f2dfb895d980b70"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",160,3,42,16,,16,10,"749dd0039516c58099f826e994f9484f0abb9111c955b95b9f2dfb895d980b70"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",133,3,2,15,,16,10,"d0365d8ddb97ea5651fefb311661ea74a693f365fc358e01d599ccff850adebd"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",144,3,8,20,,19,11,"d0365d8ddb97ea5651fefb311661ea74a693f365fc358e01d599ccff850adebd"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",134,3,2,22,,21,12,"b0af8c5f545c4b8ed01c5163c804b27646dd3e37b14d1569eef5f430b4dceb4a"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",180,3,90,11,,13,8,"5e851a59fd3e4bee6586dc4379301d71020eee9d3b8f1ba9af82c20a81aa801a"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",171,3.1,80,15,,17,10,"5e851a59fd3e4bee6586dc4379301d71020eee9d3b8f1ba9af82c20a81aa801a"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",152,3.1,26,15,,17,10,"d4a05acd879191ae01f047d79e1bbb31bc2f39e8c2ce0d37b26bc5f066692242"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",154,3,26,18,,17,10,"d4a05acd879191ae01f047d79e1bbb31bc2f39e8c2ce0d37b26bc5f066692242"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",165,3,56,15,,16,9,"28d71be3f0c31f6d36aac178f8a21ff0fe1559a529c4c46c2a2511362fe89b2f"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",154,3,31,15,,17,10,"28d71be3f0c31f6d36aac178f8a21ff0fe1559a529c4c46c2a2511362fe89b2f"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",153,3.2,28,15,,17,10,"fbf0409aeaf63f9bc5808047444841d789bc71e9555d75ebfbc02c6df17ae123"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",163,3.3,51,15,,16,9,"fbf0409aeaf63f9bc5808047444841d789bc71e9555d75ebfbc02c6df17ae123"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",154,3.1,26,18,,17,10,"9cc1b679a715473b8c9973f949f0aa3193a31908cd87fe55595dc14fea48800a"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",171,3,80,15,,17,10,"9cc1b679a715473b8c9973f949f0aa3193a31908cd87fe55595dc14fea48800a"
"fall","2014-2015","ReNEW Charter Schools","AHS",10,"reading",183,3.9,1,3,,2,2,"47ce0133426ae33a0bb50f2428d5ab83416fab0906c1f0ef549b5692e62f3116"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",151,3,23,15,,16,10,"45534de44eb1ccd6982e8ef8554a0f9faab454f1e1b1cc41ebdda91762c53215"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",149,3.1,15,19,,18,11,"45534de44eb1ccd6982e8ef8554a0f9faab454f1e1b1cc41ebdda91762c53215"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",158,3,43,15,,17,10,"49c5d319d32f802c91ae40c652b3c345085fe466d33560df934f4fa2013c9c77"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",158,3.1,36,17,,17,10,"49c5d319d32f802c91ae40c652b3c345085fe466d33560df934f4fa2013c9c77"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",144,3,8,20,,19,11,"55bc3e05c4155f7dbbb373ed07508fbab54a91694e3ddd656c81b3b45f31cab5"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",147,3.2,15,15,,16,10,"55bc3e05c4155f7dbbb373ed07508fbab54a91694e3ddd656c81b3b45f31cab5"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",150,3,21,15,,16,10,"b83fe2076c2980c2b8a1fec1ea25bfd0d07643e2f40570e7057d65b29e608daf"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",144,3,8,20,,19,11,"b83fe2076c2980c2b8a1fec1ea25bfd0d07643e2f40570e7057d65b29e608daf"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",182,3,65,13,,13,7,"22663f5539b320bc84559a3d7f6d7753fb7309a77e5733258714bd2662f8b241"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",173,3,34,15,,14,8,"22663f5539b320bc84559a3d7f6d7753fb7309a77e5733258714bd2662f8b241"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",129,3.1,1,23,,20,11,"578b53af929b2acc1dcc8e092e659b6f2bce7a3bc3daeaa999a2d01ff140febb"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",120,3.2,1,24,,20,11,"578b53af929b2acc1dcc8e092e659b6f2bce7a3bc3daeaa999a2d01ff140febb"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",162,3,55,15,,17,10,"f4c8990f9588d70c98989a157ae97595a2e13efbf0fbae8e8d17eba93af7d658"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",165,3,56,15,,16,9,"f4c8990f9588d70c98989a157ae97595a2e13efbf0fbae8e8d17eba93af7d658"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",163,3,51,15,,16,9,"9cdd2f06ac001130cdfa7eccdbb32653729fd68ca707816b5e428335f60190a7"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",150,3,21,15,,16,10,"9cdd2f06ac001130cdfa7eccdbb32653729fd68ca707816b5e428335f60190a7"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",159,3,46,15,,17,10,"40edc0eaf6dd2b7618dc3b95d32ffc8ab9aa7c023b6a97ba6e76ef56f06a452d"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",162,3,48,16,,16,10,"40edc0eaf6dd2b7618dc3b95d32ffc8ab9aa7c023b6a97ba6e76ef56f06a452d"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",165,3,64,15,,17,10,"0194bcb90f6656db8565689d21187358465094cd3626f9252c24ccb69724f735"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",162,3.1,48,16,,16,10,"0194bcb90f6656db8565689d21187358465094cd3626f9252c24ccb69724f735"
