"term","year","district","school","map.grade","subject","rit","se","percentile","goal.fall.fall","goal.spring.spring","goal.fall.spring","goal.fall.winter","hash.id"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",166,3.2,26,16,,15,8,"6b31359c7e8bb93dbe495f414dc75829554d0e5115d150eb02b9d122c7eb7e61"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",189,3.1,80,12,,12,7,"6b31359c7e8bb93dbe495f414dc75829554d0e5115d150eb02b9d122c7eb7e61"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",186,3.1,74,12,,12,7,"d94b7642f35f101ba32801280a91ecf4d35b8d7cff6460f553f091fb9a0f83d6"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",179,3.1,52,14,,13,7,"d94b7642f35f101ba32801280a91ecf4d35b8d7cff6460f553f091fb9a0f83d6"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",160,3,15,17,,16,9,"e9f14663588622a894d4e8d56b1386b7e1e59a8e9bf7c26c84b8e4bfffcf4ac1"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",159,3,7,17,,16,9,"e9f14663588622a894d4e8d56b1386b7e1e59a8e9bf7c26c84b8e4bfffcf4ac1"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",167,3.2,19,16,,15,8,"265e426def794649ab1e1f0a51c639cf9b9f387beaf7427e0f0c9351c6976ada"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",166,3.1,26,16,,15,8,"265e426def794649ab1e1f0a51c639cf9b9f387beaf7427e0f0c9351c6976ada"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",136,3,3,15,,16,10,"8cb255092b881b9dbe9a097d44972a04a84bc72831e93cae8537124f360d9d99"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",145,3.2,9,20,,19,11,"8cb255092b881b9dbe9a097d44972a04a84bc72831e93cae8537124f360d9d99"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",159,3,39,16,,17,10,"127a459af4b24fc29d42f121abbe61047eda0e4932e66223b594a251be6e4d5f"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",157,3.2,40,15,,17,10,"127a459af4b24fc29d42f121abbe61047eda0e4932e66223b594a251be6e4d5f"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",211,4.5,99,8,,9,5,"02896be9da97c93a7e4cef62f41dbff4360f28dd3311ffbb5bbcaf091807ac35"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",206,3.3,98,9,,10,6,"02896be9da97c93a7e4cef62f41dbff4360f28dd3311ffbb5bbcaf091807ac35"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",164,3,22,16,,15,9,"2fd16b10048b04dfc868ecd0f600d94bf8c7ac62e654337f6f1825741fa930c1"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",159,3,7,17,,16,9,"2fd16b10048b04dfc868ecd0f600d94bf8c7ac62e654337f6f1825741fa930c1"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",146,3,1,19,,17,9,"4b171917bbb62cb54da796b1b47a60029b0741440ad77379c202667913053af1"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",150,3,5,19,,17,10,"4b171917bbb62cb54da796b1b47a60029b0741440ad77379c202667913053af1"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",181,3,59,14,,13,7,"38d4669b86194da1b911a0ee381214ff5298d77f3de9e8d70fa0fa4d0eafd9b8"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",173,3,43,15,,14,8,"38d4669b86194da1b911a0ee381214ff5298d77f3de9e8d70fa0fa4d0eafd9b8"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",163,3.1,12,17,,15,8,"806bad22dc40de9578db304c5f74c0b723cccab66761fd81fd37a47b8c1d1e35"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",184,3,70,13,,13,7,"806bad22dc40de9578db304c5f74c0b723cccab66761fd81fd37a47b8c1d1e35"
"fall","2014-2015","ReNEW Charter Schools","AHS",10,"reading",198,3.2,5,3,,2,2,"11a562aaeda8230c82b497e77be1abb7a138904a072914bd24e7f5a671b684b2"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",179,3,52,14,,13,7,"79333eda081c628e5803229f12eb568b6b027e953232fe1d2513a79b064c0fbb"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",179,3,58,13,,13,8,"79333eda081c628e5803229f12eb568b6b027e953232fe1d2513a79b064c0fbb"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",179,3,58,13,,13,8,"7b8efab35593768d58db94ab86eedcfcc0f47be491fddb12ef57f502eaf1793b"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",184,3,67,13,,12,7,"7b8efab35593768d58db94ab86eedcfcc0f47be491fddb12ef57f502eaf1793b"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",177,3,46,14,,13,7,"7a8955220b03cc6ddf24c4d35d7a8565fb108f68ecdb7ec1b25c998389e381d4"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",163,3.3,20,16,,15,9,"7a8955220b03cc6ddf24c4d35d7a8565fb108f68ecdb7ec1b25c998389e381d4"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",168,3.1,22,16,,14,8,"88ccc3d3165a86dde98bf18ab374e8eeefd2ae019e6574b9c497c4a5e71030a4"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",166,3,26,16,,15,8,"88ccc3d3165a86dde98bf18ab374e8eeefd2ae019e6574b9c497c4a5e71030a4"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",170,2.9,35,15,,14,8,"d14a8afae4377e391d8e27d424027a959ff88fd3fb05aff01100a7f674221f7a"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",182,3.1,62,13,,13,7,"d14a8afae4377e391d8e27d424027a959ff88fd3fb05aff01100a7f674221f7a"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",175,3,40,15,,14,8,"19410160b93a2f01e94c1fd7526c02b4fdc303c41ef54a72ddf291bf0425a0f5"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",178,3,55,14,,13,8,"19410160b93a2f01e94c1fd7526c02b4fdc303c41ef54a72ddf291bf0425a0f5"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",167,3,19,16,,15,8,"ca191132f0500d3253c592b275dfeab29e016a0c5628e4023c13d1796ae46022"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",159,3,14,17,,16,9,"ca191132f0500d3253c592b275dfeab29e016a0c5628e4023c13d1796ae46022"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",183,3,64,13,,13,7,"90607e885344822a10858fc591a20ee442f0bd994d78c196d79fd2ef963a0c37"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",181,3,63,13,,13,7,"90607e885344822a10858fc591a20ee442f0bd994d78c196d79fd2ef963a0c37"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",152,3,21,18,,18,10,"5f2a921a88d1424fc5edebd0fee027c527fc1fb826057ff5c2ff0d4371e092bf"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",181,3,59,14,,13,7,"611fc7eeebbc24812e792579c0b11031eb23171166fa683fd4163cc5e7f13650"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",175,3,48,14,,14,8,"611fc7eeebbc24812e792579c0b11031eb23171166fa683fd4163cc5e7f13650"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",161,3,17,17,,16,9,"d4f78040c7ecab1d95a8268ffb31783ecbd69d49e97c618f8ec9acae09dece7c"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",164,3,14,16,,15,8,"d4f78040c7ecab1d95a8268ffb31783ecbd69d49e97c618f8ec9acae09dece7c"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",168,3,22,16,,14,8,"7e4dc59ce84e3f0f6533bf8a5ddecc68b03641f922a39a8b416952bb40264e0f"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",166,3.2,26,16,,15,8,"7e4dc59ce84e3f0f6533bf8a5ddecc68b03641f922a39a8b416952bb40264e0f"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",187,3,75,12,,12,7,"9b0483cc2df70b3fb460ecc598f65a7677fe6b767f041c9a8eef652711bb245c"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",174,3,45,14,,14,8,"9b0483cc2df70b3fb460ecc598f65a7677fe6b767f041c9a8eef652711bb245c"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",164,3.4,22,16,,15,9,"4a494fd02a5bcea721a6bf78e466740f92a0f8501ec66b2f44b6763645000f75"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",162,3,11,17,,15,8,"4a494fd02a5bcea721a6bf78e466740f92a0f8501ec66b2f44b6763645000f75"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",180,3.1,56,14,,13,7,"538d677b0f6e748adb7ad293b56774fe8b24b67db3751e0a32599cbef9fddc5f"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",171,3.1,38,15,,14,8,"538d677b0f6e748adb7ad293b56774fe8b24b67db3751e0a32599cbef9fddc5f"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",166,3,26,16,,15,8,"64835ab43da66b53a5adb6d1dbd7d2618a7069934005dd921d03a397d8651ee9"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",169,3,24,16,,14,8,"64835ab43da66b53a5adb6d1dbd7d2618a7069934005dd921d03a397d8651ee9"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",148,3.1,14,19,,19,11,"8ef1648e295d050b7c6f9ad5dd814d4b2689380b732fcfee3add1321ed9f8f1c"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",140,3,6,15,,16,10,"8ef1648e295d050b7c6f9ad5dd814d4b2689380b732fcfee3add1321ed9f8f1c"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",182,3.1,65,13,,13,7,"9d151c10ca88c520a37d865ffa785a7b88a309e6b16ba30976bf745ed372c9ad"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",182,3.1,62,13,,13,7,"9d151c10ca88c520a37d865ffa785a7b88a309e6b16ba30976bf745ed372c9ad"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",137,3,3,22,,20,12,"d1ff9ebe8a642fc8e6b62f262125a59156b87b3ae1c21d809e03339f66fc9105"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",152,3,26,15,,17,10,"d1ff9ebe8a642fc8e6b62f262125a59156b87b3ae1c21d809e03339f66fc9105"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",174,3,37,15,,14,8,"386e5bfac5ab44e81ecac23125547034557863a8e92f0169d5f6fb0769796851"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",165,3,24,16,,15,9,"386e5bfac5ab44e81ecac23125547034557863a8e92f0169d5f6fb0769796851"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",179,3,52,14,,13,7,"1e29e1ff8182495fec119a8fb2e4093a10e7127c77badafb6ceb09ef5566cae3"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",175,3,48,14,,14,8,"1e29e1ff8182495fec119a8fb2e4093a10e7127c77badafb6ceb09ef5566cae3"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",183,3,68,13,,13,7,"647445b0fe159b92c2cf6e225a5048df160b98bc882f7839d07b4edb9a139ae5"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",175,3,40,15,,14,8,"647445b0fe159b92c2cf6e225a5048df160b98bc882f7839d07b4edb9a139ae5"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",177,2.9,53,14,,14,8,"502eea6838b6e99ada2b13a68d2c904bb676230f0f30d4fdfc1ff2a55b5425fc"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",183,3,64,13,,13,7,"502eea6838b6e99ada2b13a68d2c904bb676230f0f30d4fdfc1ff2a55b5425fc"
"fall","2014-2015","ReNEW Charter Schools","AHS",11,"reading",216,3.3,33,,,,,"bfc54058b54a8a0f89fec874d5d02ac4dc091abbdc26fd15a4331353fbcd0715"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",158,2.9,12,17,,16,9,"a7913166192c6f81f0578d9d45d96f13f540b0c1f6bacb349dfdfb2416ec4c67"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",178,3,49,14,,13,7,"a7913166192c6f81f0578d9d45d96f13f540b0c1f6bacb349dfdfb2416ec4c67"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",159,3,14,17,,16,9,"c1884225596be737e32f80cd1178b6abf54c8e81bbdd1fe0d83066ed2f2a5b07"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",166,3,17,16,,15,8,"c1884225596be737e32f80cd1178b6abf54c8e81bbdd1fe0d83066ed2f2a5b07"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",156,3,10,18,,16,9,"91d6244e8fbe0f4d90004d342c51b7bc905d4399652edc82a0c7f0c702935114"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",153,3,3,18,,16,9,"91d6244e8fbe0f4d90004d342c51b7bc905d4399652edc82a0c7f0c702935114"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",178,3,55,14,,13,8,"d0d1a7b0b80f46903be853b114935b285e636435cd366b4f3565e9c87d9860da"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",173,3,34,15,,14,8,"d0d1a7b0b80f46903be853b114935b285e636435cd366b4f3565e9c87d9860da"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",164,3,22,16,,15,9,"c9865dfbdcecc5c9d79ba0e46ad4358005d3f52a12c4f0ec44f19f2f9b1f80f5"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",160,3.2,8,17,,15,9,"c9865dfbdcecc5c9d79ba0e46ad4358005d3f52a12c4f0ec44f19f2f9b1f80f5"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",193,3.1,87,11,,11,6,"9d3c7cbb911430fece89cb324d4a6d7a8306618ddb40e47318ce1651f7dafcbb"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",185,3,72,12,,12,7,"9d3c7cbb911430fece89cb324d4a6d7a8306618ddb40e47318ce1651f7dafcbb"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",172,3.1,32,15,,14,8,"dd5256bab710924018b12a4cc2b3e89e8762330abf4207763f61ea56611cefed"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",171,3,38,15,,14,8,"dd5256bab710924018b12a4cc2b3e89e8762330abf4207763f61ea56611cefed"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",163,3,51,15,,16,9,"26a5b0e159f136ee174a1563e82842267b5841fed2dde8f501ac7ea689b7ea25"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",167,3,70,15,,17,10,"26a5b0e159f136ee174a1563e82842267b5841fed2dde8f501ac7ea689b7ea25"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",177,3,46,14,,13,7,"70109bb6f69b41e55136b158463340fa1aef81e022811ccd89cc06481b739d9c"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",170,3,35,15,,14,8,"70109bb6f69b41e55136b158463340fa1aef81e022811ccd89cc06481b739d9c"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",170,3,26,15,,14,8,"947e0882df96a8612d7a9f680fe9e469c81e4f3aeb1ad341ea442c9bf4df380e"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",168,3,30,16,,15,8,"947e0882df96a8612d7a9f680fe9e469c81e4f3aeb1ad341ea442c9bf4df380e"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",163,3,20,16,,15,9,"f62f9457ddf6ec6b1d39c714a213e0be7f0102e078fae2f377337d7f2dc0b464"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",163,3,12,17,,15,8,"f62f9457ddf6ec6b1d39c714a213e0be7f0102e078fae2f377337d7f2dc0b464"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",165,3,15,16,,15,8,"e1a5fd0566eeb309b49b3ab60bc00748dee953859c3096e93146bc8d095b93a3"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",162,3.1,18,17,,16,9,"e1a5fd0566eeb309b49b3ab60bc00748dee953859c3096e93146bc8d095b93a3"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",167,3,19,16,,15,8,"969eccad01be8c70d4769f0b73f0472cb4878d34f53b473c7a57457e8f703101"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",159,3,14,17,,16,9,"969eccad01be8c70d4769f0b73f0472cb4878d34f53b473c7a57457e8f703101"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",170,3,35,15,,14,8,"3f3d0975070578083e7f2af7d5b1e21f2961d18e72bddc2967a15df05ace12bf"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",168,3.1,22,16,,14,8,"3f3d0975070578083e7f2af7d5b1e21f2961d18e72bddc2967a15df05ace12bf"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",169,3.1,33,15,,15,8,"0a330d5192e733b85a8615f0b30d8cf8c563d381577b1fb40283fff1a1b0299a"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",162,3,11,17,,15,8,"0a330d5192e733b85a8615f0b30d8cf8c563d381577b1fb40283fff1a1b0299a"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",150,3.1,21,15,,16,10,"c4c9d0230c862e3478196f51629ea58ecc39fe2d52d0745476a3954ffcfb6d39"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",143,3.1,7,20,,19,11,"c4c9d0230c862e3478196f51629ea58ecc39fe2d52d0745476a3954ffcfb6d39"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",171,3,38,15,,14,8,"bc3204cb00abf7e9b8fa363c50bca515b5808b6c94385426dc9b12b2f60ecc7e"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",171,3,29,15,,14,8,"bc3204cb00abf7e9b8fa363c50bca515b5808b6c94385426dc9b12b2f60ecc7e"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",216,3.5,99,8,,8,5,"17888fb0d461cb700a50f23a9605190e74bc5f1d5ca94c03d9e186002998d624"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",216,5.3,99,7,,8,5,"17888fb0d461cb700a50f23a9605190e74bc5f1d5ca94c03d9e186002998d624"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",170,3.2,35,15,,14,8,"3d4953c277e1a81f0a2e05ac1898d31cbab9be7bc28fc376e85a2052e218a70d"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",171,3,29,15,,14,8,"3d4953c277e1a81f0a2e05ac1898d31cbab9be7bc28fc376e85a2052e218a70d"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",146,3,1,19,,17,9,"61ec4b3b4fbbaaa75624af9fb1ae0650c5b0712aa5cc77d3661b19476c1ad032"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",152,3.3,6,19,,17,10,"61ec4b3b4fbbaaa75624af9fb1ae0650c5b0712aa5cc77d3661b19476c1ad032"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",167,2.9,28,16,,15,8,"0ac603f3616df703244d8960e12188f668d7e59a62f5986efa4bdd8744dcd92e"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",184,3.1,67,13,,12,7,"0ac603f3616df703244d8960e12188f668d7e59a62f5986efa4bdd8744dcd92e"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",180,3,60,13,,13,7,"6686818c544461bbeb9f012c515f7af98d4c4c18ca600b63b38752f76e2bb386"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",178,3,49,14,,13,7,"6686818c544461bbeb9f012c515f7af98d4c4c18ca600b63b38752f76e2bb386"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",193,3,87,11,,11,6,"dc91dd6dd0bae89790688b8b2fccb55ed2422e18493d5bc5a174d43ae3950620"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",183,3,68,13,,13,7,"dc91dd6dd0bae89790688b8b2fccb55ed2422e18493d5bc5a174d43ae3950620"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",174,3.1,37,15,,14,8,"8df8911a5d96b4876137f46da9a1bb2e05e40ade7e32e8b8fd68cf122c100d33"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",171,3.2,38,15,,14,8,"8df8911a5d96b4876137f46da9a1bb2e05e40ade7e32e8b8fd68cf122c100d33"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",176,3,50,14,,14,8,"4c1286db86dbf7ec3ef21b6c27a35ab9ac33b384cdbb17d9d1669953d0d4591e"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",172,3.1,32,15,,14,8,"4c1286db86dbf7ec3ef21b6c27a35ab9ac33b384cdbb17d9d1669953d0d4591e"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",187,3,75,12,,12,7,"a590d5a75d0872ca5dd372f300b3d74e64f9a3bb5ec48cb0d43af7bc7aead39f"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",199,3.2,93,10,,11,6,"a590d5a75d0872ca5dd372f300b3d74e64f9a3bb5ec48cb0d43af7bc7aead39f"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",178,3,55,14,,13,8,"be76676a55009494651b5bb2989dcfc0e0472a5845230bc1b3fc281fdaf3e1f7"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",177,3,46,14,,13,7,"be76676a55009494651b5bb2989dcfc0e0472a5845230bc1b3fc281fdaf3e1f7"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",173,3,34,15,,14,8,"b93a5d0392136f39c5636dbea0cc3434dd9fee5577da783c19ac5d898af36996"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",172,3,40,15,,14,8,"b93a5d0392136f39c5636dbea0cc3434dd9fee5577da783c19ac5d898af36996"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",197,3.1,93,11,,11,6,"336009da759a86f7a1bb0cb04d9312ed80ead7aa5972f2faf13d9e7f7096102f"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",188,3.2,78,12,,12,7,"336009da759a86f7a1bb0cb04d9312ed80ead7aa5972f2faf13d9e7f7096102f"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",174,3,37,15,,14,8,"799a4ee7b91f85c912cbecdde2947355e659adad0c44a93af1036f2435fa7419"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",171,3,38,15,,14,8,"799a4ee7b91f85c912cbecdde2947355e659adad0c44a93af1036f2435fa7419"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",181,3,59,14,,13,7,"412fc5633c4db094dcde25570577c63988ce723a2788de9f3349148d61ec6fe3"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",176,3.1,50,14,,14,8,"412fc5633c4db094dcde25570577c63988ce723a2788de9f3349148d61ec6fe3"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",157,3,11,18,,16,9,"d930a9dcf44b255de32749a7eb84b3dce775a233c5807ff372dfa880f86d21ff"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",157,3,5,18,,16,9,"d930a9dcf44b255de32749a7eb84b3dce775a233c5807ff372dfa880f86d21ff"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",146,3.1,13,15,,16,10,"502b4c77898e0b1cf1685228b59c23a1a4daf88968e7b30a931854954d1521a4"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",154,3.2,26,18,,17,10,"502b4c77898e0b1cf1685228b59c23a1a4daf88968e7b30a931854954d1521a4"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",219,3.3,,,,,,"6d33b450cebdb3dafd2f4186a96c1fb53a2ec9cd21a27f77245276294d2b936f"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",202,3.2,,,,,,"05965a46fc57a821afba7bd21a6f1838cd8a737225ff1295bc5e8bb6e341c1f8"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",167,3.2,,,,,,"ae36d39f090f38ee5a3e8fecca56e4bff0bdf14666f8f7952ebdaefbce5e1a2d"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",199,3.3,,,,,,"6cd8be123f5f56aef687e53e09286b8d5ed32169b806615df8632ad0bfc0deb5"
"fall","2014-2015","ReNEW Charter Schools","AHS",10,"reading",191,3.2,2,3,,2,2,"5ba4ca1da504f0877a88077f38bb511a14f494c33887e6b785b27558ce907180"
"fall","2014-2015","ReNEW Charter Schools","AHS",10,"reading",206,3.1,13,2,,2,2,"aa52510ddbd0cd741be84ff87fd9ec5f747388fb0e4121db065714442f358527"
"fall","2014-2015","ReNEW Charter Schools","AHS",11,"reading",173,3.4,1,,,,,"3ae46158e7c4a1d1ecd6ea3efec8898fb449089564eaa1ea5db0da49b7ac37c6"
"fall","2014-2015","ReNEW Charter Schools","AHS",10,"reading",224,3.3,52,2,,2,2,"94156b54a708eec5516fe0eac1e45ab7d04371d2c708992ef5f78af3304976f9"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",186,3.5,,,,,,"fcc165b56dae8542b34604c9536d37d6070d2ee19016439860771941c8884f4c"
"fall","2014-2015","ReNEW Charter Schools","AHS",11,"reading",199,3.3,5,,,,,"8724f5f46c177fee818110c8149a290552ee9f545ba6aa5c392784c7d8a6fead"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",200,3.2,,,,,,"8f110403da66d9d7f425838ee7c040b7b6172f922fd1ef124718996ce0a0a627"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",200,3.3,,,,,,"872b6c76d369facd9df5787fe3005bb1394e7d974fde099416daae3e58907c6f"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",211,3.3,,,,,,"b852dbc3ed2f4a6b42f382269923a440668481c701949b88d23dce4d519a6d95"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",178,3.5,,,,,,"b6f5ba9e0f733f47448b7418935d27cd72b5dc8a9418cf10b2da49b9eff18a5a"
"fall","2014-2015","ReNEW Charter Schools","AHS",11,"reading",209,3.2,18,,,,,"9ab901e57d3a0faac17a727b2c8831d766e7a0802c39d0701f978665aee12311"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",206,3.2,,,,,,"89c97dc88fd7ad165058ebfed02f338de4576a068377c92d5f44967aaba8abae"
"fall","2014-2015","ReNEW Charter Schools","AHS",11,"reading",218,3.2,38,,,,,"3a70c8506182de7c53c1c963ded0644aea739b4148089d58cbecfd015060fd2c"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",200,3.2,,,,,,"d06448215a081357a38815f86009a080e27f6408004533623f2564b501b0c9e5"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",174,3.1,,,,,,"3d22cedbe8166335357b900fcdc7c12343696a1ee89f6da6afac20da9215c239"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",208,3.2,,,,,,"a1252ff94e80a0084fad8a7a04f79b9a896e86eadfd78812767510a65e7aed07"
